"lic_wml","lic_name","lic_site","lic_epr","pas_permit","lic_othid"
"BS7951IB","Viridor Waste Management Ltd","PILSWORTH SOUTH LANDFILL",,"SP3336GS",
"BS7951IB","Viridor Waste Management Ltd","PILSWORTH SOUTH LANDFILL",,"SP3631HQ",
"BS7951IB","Viridor Waste Management Ltd","PILSWORTH SOUTH LANDFILL",,"TP3632LX",
"BS7951IB","Viridor Waste Management Ltd","PILSWORTH SOUTH LANDFILL",,"TP3938XC",
"BS7951IB","Viridor Waste Management Ltd","PILSWORTH SOUTH LANDFILL",,"XP3730NH",
"BS9989IJ","Singleton Birch Limited","Campwood Landfill EPR/BS9989IJ",,"BS9989IJ",
"BS9989IJ","Singleton Birch Limited","Campwood Landfill EPR/BS9989IJ",,"CP3434WP",
"BS9989IJ","Singleton Birch Limited","Campwood Landfill EPR/BS9989IJ",,"KP3635RT",
"BS9989IJ","Singleton Birch Limited","Campwood Landfill EPR/BS9989IJ",,"MP3939LR",
"BS9989IJ","Singleton Birch Limited","Campwood Landfill EPR/BS9989IJ",,"RP3239SW",
"BT7272IW","Viridor Waste Exeter Limited","Yanley Landfill",,"AP3533NZ",
"BT7272IW","Viridor Waste Exeter Limited","Yanley Landfill",,"AP3937LL",
"BT7272IW","Viridor Waste Exeter Limited","Yanley Landfill",,"BT7272IW",
"BT7272IW","Viridor Waste Exeter Limited","Yanley Landfill",,"DP3136SR",
"BT7272IW","Viridor Waste Exeter Limited","Yanley Landfill",,"MP3839NR",
"BT7272IW","Viridor Waste Exeter Limited","Yanley Landfill",,"VP3539WG",
"BT7272IW","Viridor Waste Exeter Limited","Yanley Landfill",,"WP3930ZB",
"BU0834IP","Waste Recycling Group (Central) Limited","Edwin Richards Landfill Site EPR/BU0834IP",,"BU0834IP",
"BU0834IP","Waste Recycling Group (Central) Limited","Edwin Richards Landfill Site EPR/BU0834IP",,"FP3236XM",
"BU0834IP","Waste Recycling Group (Central) Limited","Edwin Richards Landfill Site EPR/BU0834IP",,"MP3033RR",
"BU0834IP","Waste Recycling Group (Central) Limited","Edwin Richards Landfill Site EPR/BU0834IP",,"MP3431XU",
"BU0834IP","Waste Recycling Group (Central) Limited","Edwin Richards Landfill Site EPR/BU0834IP",,"XP3339ND",
"BU0834IP","Waste Recycling Group (Central) Limited","Edwin Richards Landfill Site EPR/BU0834IP",,"ZP3030RS",
"BU2373IA","Derbyshire Waste Limited","STAVELEY LANDFILL",,"BU2373IA",
"BU2373IA","Derbyshire Waste Limited","STAVELEY LANDFILL",,"MP3831XZ",
"BU2373IA","Derbyshire Waste Limited","STAVELEY LANDFILL",,"QP3839MJ",
"BU2373IA","Derbyshire Waste Limited","STAVELEY LANDFILL",,"UP3937MP",
"BU2373IA","Derbyshire Waste Limited","STAVELEY LANDFILL",,"VP3232XC",
"BU2373IA","Derbyshire Waste Limited","STAVELEY LANDFILL",,"XP3235KG",
"BU2373IA","Derbyshire Waste Limited","STAVELEY LANDFILL",,"YP3335SA",
"BU2373IA","Derbyshire Waste Limited","STAVELEY LANDFILL",,"ZP3039NV",
"BU2381IE","Veolia ES Landfill Limited","Ling Hall Landfill EPR/BU2381IE",,"BU2381IE",
"BU2381IE","Veolia ES Landfill Limited","Ling Hall Landfill EPR/BU2381IE",,"DP3137FK",
"BU2381IE","Veolia ES Landfill Limited","Ling Hall Landfill EPR/BU2381IE",,"DP3938XD",
"BU2381IE","Veolia ES Landfill Limited","Ling Hall Landfill EPR/BU2381IE",,"FP3333RA",
"BU2381IE","Veolia ES Landfill Limited","Ling Hall Landfill EPR/BU2381IE",,"NP3838ZX",
"BU2381IE","Veolia ES Landfill Limited","Ling Hall Landfill EPR/BU2381IE",,"SP3532LL",
"BU2381IE","Veolia ES Landfill Limited","Ling Hall Landfill EPR/BU2381IE",,"VP3434WR",
"BU3671IY","S Grundon (Waste) Ltd","WINGMOOR FARM",,"BU3671IY",
"BU3671IY","S Grundon (Waste) Ltd","WINGMOOR FARM",,"FP3330KU",
"BU3671IY","S Grundon (Waste) Ltd","WINGMOOR FARM",,"FP3537SG",
"BU3671IY","S Grundon (Waste) Ltd","WINGMOOR FARM",,"GP3538MM",
"BU3671IY","S Grundon (Waste) Ltd","WINGMOOR FARM",,"QP3533VZ",
"BU3671IY","S Grundon (Waste) Ltd","WINGMOOR FARM",,"XP3036XA",
"BU5208IJ","Veolia ES Landfill Ltd","Blue Haze Landfill EPR/BU5208IJ",,"BU5208IJ",
"BU5208IJ","Veolia ES Landfill Ltd","Blue Haze Landfill EPR/BU5208IJ",,"HP3939NV",
"BU5208IJ","Veolia ES Landfill Ltd","Blue Haze Landfill EPR/BU5208IJ",,"LP3735CY",
"BU5208IJ","Veolia ES Landfill Ltd","Blue Haze Landfill EPR/BU5208IJ",,"MP3739KN",
"BU5208IJ","Veolia ES Landfill Ltd","Blue Haze Landfill EPR/BU5208IJ",,"WP3338RY",
"BU5208IJ","Veolia ES Landfill Ltd","Blue Haze Landfill EPR/BU5208IJ",,"WP3836LY",
"BU5208IJ","Veolia ES Landfill Ltd","Blue Haze Landfill EPR/BU5208IJ",,"ZP3333CQ",
"BU5801ID","Hills Waste Solutions Limited","Lower Compton Landfill EPR/BU5801ID",,"BP3631LH",
"BU5801ID","Hills Waste Solutions Limited","Lower Compton Landfill EPR/BU5801ID",,"BU5801ID",
"BU5801ID","Hills Waste Solutions Limited","Lower Compton Landfill EPR/BU5801ID",,"HP3131VV",
"BU5801ID","Hills Waste Solutions Limited","Lower Compton Landfill EPR/BU5801ID",,"KP3338LL",
"BU5801ID","Hills Waste Solutions Limited","Lower Compton Landfill EPR/BU5801ID",,"PP3537TA",
"BU5801ID","Hills Waste Solutions Limited","Lower Compton Landfill EPR/BU5801ID",,"PP3834XJ",
"BU5801ID","Hills Waste Solutions Limited","Lower Compton Landfill EPR/BU5801ID",,"QP3339CS",
"BU5801ID","Hills Waste Solutions Limited","Lower Compton Landfill EPR/BU5801ID",,"RP3636EU",
"BU5801ID","Hills Waste Solutions Limited","Lower Compton Landfill EPR/BU5801ID",,"TP3635RA",
"BU5801ID","Hills Waste Solutions Limited","Lower Compton Landfill EPR/BU5801ID",,"VP3936LJ",
"BU5801ID","Hills Waste Solutions Limited","Lower Compton Landfill EPR/BU5801ID",,"WP3830NF",
"BU5992IT","Shropshire Waste Management Limited","Barnsley Lane Landfill EPR/BU5992IT",,"BU5992IT",
"BU5992IT","Shropshire Waste Management Limited","Barnsley Lane Landfill EPR/BU5992IT",,"EP3736LB",
"BU5992IT","Shropshire Waste Management Limited","Barnsley Lane Landfill EPR/BU5992IT",,"HP3631SQ",
"BU5992IT","Shropshire Waste Management Limited","Barnsley Lane Landfill EPR/BU5992IT",,"JP3939DK",
"BU5992IT","Shropshire Waste Management Limited","Barnsley Lane Landfill EPR/BU5992IT",,"PP3939GW",
"BU5992IT","Shropshire Waste Management Limited","Barnsley Lane Landfill EPR/BU5992IT",,"VP3839AE",
"BU6000IL","SUEZ Recycling and Recovery UK Ltd","Beacon Hill Landfill EPR/BU6000IL",,"BU6000IL",
"BU6000IL","SUEZ Recycling and Recovery UK Ltd","Beacon Hill Landfill EPR/BU6000IL",,"HP3730RJ",
"BU6000IL","SUEZ Recycling and Recovery UK Ltd","Beacon Hill Landfill EPR/BU6000IL",,"WP3036LU",
"BU6000IL","SUEZ Recycling and Recovery UK Ltd","Beacon Hill Landfill EPR/BU6000IL",,"WP3239NW",
"BU6018ID","Hills Waste Solutions Limited","PURTON LANDFILL SITE",,"AP3731VY",
"BU6018ID","Hills Waste Solutions Limited","PURTON LANDFILL SITE",,"BU6018ID",
"BU6018ID","Hills Waste Solutions Limited","PURTON LANDFILL SITE",,"FP3032FJ",
"BU6018ID","Hills Waste Solutions Limited","PURTON LANDFILL SITE",,"JP3232VJ",
"BU6018ID","Hills Waste Solutions Limited","PURTON LANDFILL SITE",,"RP3837LA",
"BU6018ID","Hills Waste Solutions Limited","PURTON LANDFILL SITE",,"SP3734SA",
"BU6018ID","Hills Waste Solutions Limited","PURTON LANDFILL SITE",,"XP3733AL",
"BU7090IZ","SUEZ Recycling and Recovery UK Ltd","Alkerton Landfill Site",,"BU7090IZ",
"BU7090IZ","SUEZ Recycling and Recovery UK Ltd","Alkerton Landfill Site",,"JP3738EL",
"BU7090IZ","SUEZ Recycling and Recovery UK Ltd","Alkerton Landfill Site",,"LP3332RJ",
"BU7090IZ","SUEZ Recycling and Recovery UK Ltd","Alkerton Landfill Site",,"LP3932LM",
"BU7090IZ","SUEZ Recycling and Recovery UK Ltd","Alkerton Landfill Site",,"UP3530ZE",
"BU7103IC","Shropshire Waste Management Limited","Granville/Woodhouse Landfill EPR/BU7103IC",,"BU7103IC",
"BU7103IC","Shropshire Waste Management Limited","Granville/Woodhouse Landfill EPR/BU7103IC",,"CP3139NR",
"BU7103IC","Shropshire Waste Management Limited","Granville/Woodhouse Landfill EPR/BU7103IC",,"FP3531SR",
"BU7103IC","Shropshire Waste Management Limited","Granville/Woodhouse Landfill EPR/BU7103IC",,"JP3439DJ",
"BU7103IC","Shropshire Waste Management Limited","Granville/Woodhouse Landfill EPR/BU7103IC",,"VP3136LX",
"BU7901IP","Biffa Waste Services Ltd","COLNBROOK LANDFILL",,"BU7901IP",
"BU7901IP","Biffa Waste Services Ltd","COLNBROOK LANDFILL",,"DP3639UZ",
"BU7901IP","Biffa Waste Services Ltd","COLNBROOK LANDFILL",,"GP3235SJ",
"BU7901IP","Biffa Waste Services Ltd","COLNBROOK LANDFILL",,"KP3334LR",
"BU7901IP","Biffa Waste Services Ltd","COLNBROOK LANDFILL",,"PP3130RA",
"BU8045IR","Biffa Waste Services Ltd","Houghton-Le-Spring EPR/BU8045IR",,"BU8045IR",
"BU8045IR","Biffa Waste Services Ltd","Houghton-Le-Spring EPR/BU8045IR",,"MP3632AC",
"BU8045IR","Biffa Waste Services Ltd","Houghton-Le-Spring EPR/BU8045IR",,"MP3837HT",
"BU8045IR","Biffa Waste Services Ltd","Houghton-Le-Spring EPR/BU8045IR",,"PP3239VA",
"BU8045IR","Biffa Waste Services Ltd","Houghton-Le-Spring EPR/BU8045IR",,"PP3632LS",
"BU8045IR","Biffa Waste Services Ltd","Houghton-Le-Spring EPR/BU8045IR",,"TP3139RV",
"BU8045IR","Biffa Waste Services Ltd","Houghton-Le-Spring EPR/BU8045IR",,"ZP3031CZ",
"BU8126IY","Biffa Waste Services Ltd","Redhill Landfill (NEQ) EPR/BU8126IY",,"AP3132HY",
"BU8126IY","Biffa Waste Services Ltd","Redhill Landfill (NEQ) EPR/BU8126IY",,"AP3338US",
"BU8126IY","Biffa Waste Services Ltd","Redhill Landfill (NEQ) EPR/BU8126IY",,"AP3838UC",
"BU8126IY","Biffa Waste Services Ltd","Redhill Landfill (NEQ) EPR/BU8126IY",,"BU8126IY",
"BU8126IY","Biffa Waste Services Ltd","Redhill Landfill (NEQ) EPR/BU8126IY",,"KP3137ZF",
"BU8126IY","Biffa Waste Services Ltd","Redhill Landfill (NEQ) EPR/BU8126IY",,"KP3236CC",
"BU8126IY","Biffa Waste Services Ltd","Redhill Landfill (NEQ) EPR/BU8126IY",,"KP3534LQ",
"BU8126IY","Biffa Waste Services Ltd","Redhill Landfill (NEQ) EPR/BU8126IY",,"LP3134RJ",
"BU8126IY","Biffa Waste Services Ltd","Redhill Landfill (NEQ) EPR/BU8126IY",,"NP3632NS",
"BU8126IY","Biffa Waste Services Ltd","Redhill Landfill (NEQ) EPR/BU8126IY",,"RP3832HM",
"BU8126IY","Biffa Waste Services Ltd","Redhill Landfill (NEQ) EPR/BU8126IY",,"TP3336AY",
"BU8126IY","Biffa Waste Services Ltd","Redhill Landfill (NEQ) EPR/BU8126IY",,"TP3936FN",
"BU8126IY","Biffa Waste Services Ltd","Redhill Landfill (NEQ) EPR/BU8126IY",,"YP3639UH",
"BU8126IY","Biffa Waste Services Ltd","Redhill Landfill (NEQ) EPR/BU8126IY",,"ZP3839NK",
"BU9068IM","Viridor Waste Management Ltd","PILSWORTH NORTH LANDFILL SITE",,"BU9068IM",
"BU9068IM","Viridor Waste Management Ltd","PILSWORTH NORTH LANDFILL SITE",,"CP3134SN",
"BU9068IM","Viridor Waste Management Ltd","PILSWORTH NORTH LANDFILL SITE",,"VP3039AQ",
"BU9068IM","Viridor Waste Management Ltd","PILSWORTH NORTH LANDFILL SITE",,"VP3039NC",
"BU9068IM","Viridor Waste Management Ltd","PILSWORTH NORTH LANDFILL SITE",,"YP3536HZ",
"BU9084IJ","Veolia ES Landfill Ltd","Candles Landfill EPR/BU9084IJ",,"BU9084IJ",
"BU9084IJ","Veolia ES Landfill Ltd","Candles Landfill EPR/BU9084IJ",,"QP3431NQ",
"BU9084IJ","Veolia ES Landfill Ltd","Candles Landfill EPR/BU9084IJ",,"QP3632AV",
"BU9084IJ","Veolia ES Landfill Ltd","Candles Landfill EPR/BU9084IJ",,"SP3732LG",
"BU9084IJ","Veolia ES Landfill Ltd","Candles Landfill EPR/BU9084IJ",,"UP3533RZ",
"BU9084IJ","Veolia ES Landfill Ltd","Candles Landfill EPR/BU9084IJ",,"UP3731VW",
"BU9726IH","Caird Peckfield Limited","Peckfield Landfill EPR/BU9726IH",,"BU9726IH",
"BU9726IH","Caird Peckfield Limited","Peckfield Landfill EPR/BU9726IH",,"DP3332FS",
"BU9726IH","Caird Peckfield Limited","Peckfield Landfill EPR/BU9726IH",,"GP3631UP",
"BU9726IH","Caird Peckfield Limited","Peckfield Landfill EPR/BU9726IH",,"PP3435LM",
"BU9726IH","Caird Peckfield Limited","Peckfield Landfill EPR/BU9726IH",,"WP3539NQ",
"BU9726IH","Caird Peckfield Limited","Peckfield Landfill EPR/BU9726IH",,"YP3732KC",
"BU9726IH","Caird Peckfield Limited","Peckfield Landfill EPR/BU9726IH",,"ZP3232VN",
"BU9726IH","Caird Peckfield Limited","Peckfield Landfill EPR/BU9726IH",,"ZP3332KU",
"BU9947IA","SUEZ Recycling and Recovery UK Ltd","New Crosby LF EPR/BU9947IA",,"AP3139RY",
"BU9947IA","SUEZ Recycling and Recovery UK Ltd","New Crosby LF EPR/BU9947IA",,"AP3639NL",
"BU9947IA","SUEZ Recycling and Recovery UK Ltd","New Crosby LF EPR/BU9947IA",,"BU9947IA",
"BU9947IA","SUEZ Recycling and Recovery UK Ltd","New Crosby LF EPR/BU9947IA",,"HP3632ND",
"BU9947IA","SUEZ Recycling and Recovery UK Ltd","New Crosby LF EPR/BU9947IA",,"JP3134GT",
"BU9947IA","SUEZ Recycling and Recovery UK Ltd","New Crosby LF EPR/BU9947IA",,"RP3536LH",
"BU9947IA","SUEZ Recycling and Recovery UK Ltd","New Crosby LF EPR/BU9947IA",,"ZP3335DM",
"BV0627IL","North Lincolnshire Council","Conesby Quarry Landfill EPR/BV0627IL",,"BV0627IL",
"BV0627IL","North Lincolnshire Council","Conesby Quarry Landfill EPR/BV0627IL",,"FP3230MU",
"BV0627IL","North Lincolnshire Council","Conesby Quarry Landfill EPR/BV0627IL",,"FP3538RK",
"BV1046IV","SUEZ Recycling and Recovery UK Ltd","Sidegate Lane Landfill EPR/BV1046IV",,"BV1046IV",
"BV1046IV","SUEZ Recycling and Recovery UK Ltd","Sidegate Lane Landfill EPR/BV1046IV",,"HP3235DK",
"BV1046IV","SUEZ Recycling and Recovery UK Ltd","Sidegate Lane Landfill EPR/BV1046IV",,"MP3130AJ",
"BV1046IV","SUEZ Recycling and Recovery UK Ltd","Sidegate Lane Landfill EPR/BV1046IV",,"RP3431KY",
"BV1046IV","SUEZ Recycling and Recovery UK Ltd","Sidegate Lane Landfill EPR/BV1046IV",,"RP3435XA",
"BV1046IV","SUEZ Recycling and Recovery UK Ltd","Sidegate Lane Landfill EPR/BV1046IV",,"UP3035MS",
"BV1364ID","Quercia Ltd","CLAYTON HALL LANDFILL SITE",,"BV1364ID",
"BV1364ID","Quercia Ltd","CLAYTON HALL LANDFILL SITE",,"FP3330AR",
"BV1364ID","Quercia Ltd","CLAYTON HALL LANDFILL SITE",,"FP3638KL",
"BV1364ID","Quercia Ltd","CLAYTON HALL LANDFILL SITE",,"MP3032LF",
"BV1364ID","Quercia Ltd","CLAYTON HALL LANDFILL SITE",,"WP3232HY",
"BV1364ID","Quercia Ltd","CLAYTON HALL LANDFILL SITE",,"WP3334TE",
"BV1372IW","Cory Environmental (Central) Ltd","LORD ST HELENS LANDFILL SITE",,"BV1372IW",
"BV1372IW","Cory Environmental (Central) Ltd","LORD ST HELENS LANDFILL SITE",,"CP3436CK",
"BV1372IW","Cory Environmental (Central) Ltd","LORD ST HELENS LANDFILL SITE",,"GP3738RZ",
"BV1372IW","Cory Environmental (Central) Ltd","LORD ST HELENS LANDFILL SITE",,"MP3832LL",
"BV1372IW","Cory Environmental (Central) Ltd","LORD ST HELENS LANDFILL SITE",,"YP3639NL",
"BV1399IT","Augean North Limited","Port Clarence landfill Site (Haz)",,"BV1399IT",
"BV1399IT","Augean North Limited","Port Clarence landfill Site (Haz)",,"FP3833BC",
"BV1399IT","Augean North Limited","Port Clarence landfill Site (Haz)",,"GP3737FQ",
"BV1399IT","Augean North Limited","Port Clarence landfill Site (Haz)",,"HP3135SY",
"BV1399IT","Augean North Limited","Port Clarence landfill Site (Haz)",,"KP3737SV",
"BV1399IT","Augean North Limited","Port Clarence landfill Site (Haz)",,"PP3130VJ",
"BV1399IT","Augean North Limited","Port Clarence landfill Site (Haz)",,"VP3035ML",
"BV1399IT","Augean North Limited","Port Clarence landfill Site (Haz)",,"XP3838ML",
"BV1402IC","Augean North Limited","Port Clarence Non-Hazardous Landfill Site",,"BV1402IC",
"BV1402IC","Augean North Limited","Port Clarence Non-Hazardous Landfill Site",,"CP3532LF",
"BV1402IC","Augean North Limited","Port Clarence Non-Hazardous Landfill Site",,"EP3930CK",
"BV1402IC","Augean North Limited","Port Clarence Non-Hazardous Landfill Site",,"HP3435SL",
"BV1402IC","Augean North Limited","Port Clarence Non-Hazardous Landfill Site",,"MP3738KC",
"BV1402IC","Augean North Limited","Port Clarence Non-Hazardous Landfill Site",,"XP3633DM",
"BV1402IC","Augean North Limited","Port Clarence Non-Hazardous Landfill Site",,"XP3638MQ",
"BV1402IC","Augean North Limited","Port Clarence Non-Hazardous Landfill Site",,"YP3331KS",
"BV1437IB","Lincwaste Limited","COLSTERWORTH LANDFILL SITE",,"BP3631XJ",
"BV1437IB","Lincwaste Limited","COLSTERWORTH LANDFILL SITE",,"BP3734LA",
"BV1437IB","Lincwaste Limited","COLSTERWORTH LANDFILL SITE",,"BV1437IB",
"BV1437IB","Lincwaste Limited","COLSTERWORTH LANDFILL SITE",,"CP3131SK",
"BV1437IB","Lincwaste Limited","COLSTERWORTH LANDFILL SITE",,"GP3033UV",
"BV1437IB","Lincwaste Limited","COLSTERWORTH LANDFILL SITE",,"JP3339NX",
"BV1437IB","Lincwaste Limited","COLSTERWORTH LANDFILL SITE",,"PP3635AY",
"BV1437IB","Lincwaste Limited","COLSTERWORTH LANDFILL SITE",,"QP3637EX",
"BV1437IB","Lincwaste Limited","COLSTERWORTH LANDFILL SITE",,"VP3538VM",
"BV1437IB","Lincwaste Limited","COLSTERWORTH LANDFILL SITE",,"XP3933AG",
"BV1453IR","Castle Cement Limited","GRANGE TOP QUARRY LANDFILL",,"BV1453IR",
"BV1453IR","Castle Cement Limited","GRANGE TOP QUARRY LANDFILL",,"HP3030ML",
"BV1453IR","Castle Cement Limited","GRANGE TOP QUARRY LANDFILL",,"LP3039UT",
"BV1453IR","Castle Cement Limited","GRANGE TOP QUARRY LANDFILL",,"ZP3137EU",
"BV1461IV","Cemex UK Cement Ltd","Barrington Works Landfill EPR/BV1461IV",,"BV1461IV",
"BV1461IV","Cemex UK Cement Ltd","Barrington Works Landfill EPR/BV1461IV",,"EP3439RG",
"BV1461IV","Cemex UK Cement Ltd","Barrington Works Landfill EPR/BV1461IV",,"JP3037LA",
"BV1461IV","Cemex UK Cement Ltd","Barrington Works Landfill EPR/BV1461IV",,"LP3433VX",
"BV1461IV","Cemex UK Cement Ltd","Barrington Works Landfill EPR/BV1461IV",,"PP3733ZD",
"BV1461IV","Cemex UK Cement Ltd","Barrington Works Landfill EPR/BV1461IV",,"RP3233DN",
"BV1461IV","Cemex UK Cement Ltd","Barrington Works Landfill EPR/BV1461IV",,"TP3233TK",
"BV1461IV","Cemex UK Cement Ltd","Barrington Works Landfill EPR/BV1461IV",,"YP3036UV",
"BV1470IE","Darrington Quarries Ltd","SKELBROOKE LANDFILL SITE",,"BV1470IE",
"BV1470IE","Darrington Quarries Ltd","SKELBROOKE LANDFILL SITE",,"CP3330LL",
"BV1470IE","Darrington Quarries Ltd","SKELBROOKE LANDFILL SITE",,"DP3536LD",
"BV1470IE","Darrington Quarries Ltd","SKELBROOKE LANDFILL SITE",,"JP3239NM",
"BV1470IE","Darrington Quarries Ltd","SKELBROOKE LANDFILL SITE",,"LP3931XN",
"BV1470IE","Darrington Quarries Ltd","SKELBROOKE LANDFILL SITE",,"YP3739KS",
"BV1593IB","Brock PLC","EARDSWICK HALL LANDFILL SITE",,"BV1593IB",
"BV1593IB","Brock PLC","EARDSWICK HALL LANDFILL SITE",,"EP3938ES",
"BV1593IB","Brock PLC","EARDSWICK HALL LANDFILL SITE",,"MP3632LQ",
"BV1593IB","Brock PLC","EARDSWICK HALL LANDFILL SITE",,"TP3636EG",
"BV1593IB","Brock PLC","EARDSWICK HALL LANDFILL SITE",,"YP3735KA",
"BV1763IS","Cemex UK Cement Ltd","South Ferriby Works Landfill",,"BV1763IS",
"BV1763IS","Cemex UK Cement Ltd","South Ferriby Works Landfill",,"HP3134DM",
"BV1763IS","Cemex UK Cement Ltd","South Ferriby Works Landfill",,"NP3630MY",
"BV1763IS","Cemex UK Cement Ltd","South Ferriby Works Landfill",,"QP3131NW",
"BV1844IM","3C Waste Limited","Gowy Landfill EPR/BV1844IM",,"AP3438XG",
"BV1844IM","3C Waste Limited","Gowy Landfill EPR/BV1844IM",,"BV1844IM",
"BV1844IM","3C Waste Limited","Gowy Landfill EPR/BV1844IM",,"CP3632RR",
"BV1844IM","3C Waste Limited","Gowy Landfill EPR/BV1844IM",,"FP3630GG",
"BV1844IM","3C Waste Limited","Gowy Landfill EPR/BV1844IM",,"GP3531XB",
"BV1844IM","3C Waste Limited","Gowy Landfill EPR/BV1844IM",,"PP3832LX",
"BV1844IM","3C Waste Limited","Gowy Landfill EPR/BV1844IM",,"QP3939NB",
"BV1844IM","3C Waste Limited","Gowy Landfill EPR/BV1844IM",,"ZP3235EL",
"BV1917IT","North Tees Waste Management Limited","ICI No 3 Teesport EPR/BV1917IT",,"BP3433FM",
"BV1917IT","North Tees Waste Management Limited","ICI No 3 Teesport EPR/BV1917IT",,"BV1917IT",
"BV1917IT","North Tees Waste Management Limited","ICI No 3 Teesport EPR/BV1917IT",,"CP3732LE",
"BV1917IT","North Tees Waste Management Limited","ICI No 3 Teesport EPR/BV1917IT",,"FP3035SW",
"BV1917IT","North Tees Waste Management Limited","ICI No 3 Teesport EPR/BV1917IT",,"LP3836EL",
"BV1917IT","North Tees Waste Management Limited","ICI No 3 Teesport EPR/BV1917IT",,"NP3731EW",
"BV1917IT","North Tees Waste Management Limited","ICI No 3 Teesport EPR/BV1917IT",,"SP3032US",
"BV1984IH","North Tees Waste Management Limited","ICI No 2 Teesport EPR/BV1984IH",,"BP3133FJ",
"BV1984IH","North Tees Waste Management Limited","ICI No 2 Teesport EPR/BV1984IH",,"BV1984IH",
"BV1984IH","North Tees Waste Management Limited","ICI No 2 Teesport EPR/BV1984IH",,"FP3835ST",
"BV1984IH","North Tees Waste Management Limited","ICI No 2 Teesport EPR/BV1984IH",,"NP3531EZ",
"BV1984IH","North Tees Waste Management Limited","ICI No 2 Teesport EPR/BV1984IH",,"RP3933AB",
"BV1984IH","North Tees Waste Management Limited","ICI No 2 Teesport EPR/BV1984IH",,"ZP3932LA",
"BV2204IZ","Viridor Waste Management Ltd","Lean Quarry Landfill Site",,"BP3537SL",
"BV2204IZ","Viridor Waste Management Ltd","Lean Quarry Landfill Site",,"BV2204IZ",
"BV2204IZ","Viridor Waste Management Ltd","Lean Quarry Landfill Site",,"BX7363IM",
"BV2204IZ","Viridor Waste Management Ltd","Lean Quarry Landfill Site",,"EP3436GN",
"BV2204IZ","Viridor Waste Management Ltd","Lean Quarry Landfill Site",,"PP3235NS",
"BV2204IZ","Viridor Waste Management Ltd","Lean Quarry Landfill Site",,"QP3839XT",
"BV2204IZ","Viridor Waste Management Ltd","Lean Quarry Landfill Site",,"WP3537LW",
"BV2263IW","Biffa Waste Services Ltd","Redhill Landfill (SWQ) EPR/BV2263IW",,"AP3638UK",
"BV2263IW","Biffa Waste Services Ltd","Redhill Landfill (SWQ) EPR/BV2263IW",,"BV2263IW",
"BV2263IW","Biffa Waste Services Ltd","Redhill Landfill (SWQ) EPR/BV2263IW",,"EP3835NL",
"BV2263IW","Biffa Waste Services Ltd","Redhill Landfill (SWQ) EPR/BV2263IW",,"JP3539NH",
"BV2263IW","Biffa Waste Services Ltd","Redhill Landfill (SWQ) EPR/BV2263IW",,"KP3234LW",
"BV2263IW","Biffa Waste Services Ltd","Redhill Landfill (SWQ) EPR/BV2263IW",,"VP3834RJ",
"BV2263IW","Biffa Waste Services Ltd","Redhill Landfill (SWQ) EPR/BV2263IW",,"YP3539UK",
"BV2999IJ","Cory Environmental (Central) Ltd","Vigo Utopia Landfill Site EPR/BV2999IJ",,"BP3935NS",
"BV2999IJ","Cory Environmental (Central) Ltd","Vigo Utopia Landfill Site EPR/BV2999IJ",,"BV2999IJ",
"BV2999IJ","Cory Environmental (Central) Ltd","Vigo Utopia Landfill Site EPR/BV2999IJ",,"KP3438RF",
"BV2999IJ","Cory Environmental (Central) Ltd","Vigo Utopia Landfill Site EPR/BV2999IJ",,"LP3331RD",
"BV2999IJ","Cory Environmental (Central) Ltd","Vigo Utopia Landfill Site EPR/BV2999IJ",,"PP3434TH",
"BV2999IJ","Cory Environmental (Central) Ltd","Vigo Utopia Landfill Site EPR/BV2999IJ",,"QP3731LL",
"BV2999IJ","Cory Environmental (Central) Ltd","Vigo Utopia Landfill Site EPR/BV2999IJ",,"VP3237SW",
"BV3740ID","FCC Waste Services (UK) Limited","Dogsthorpe Landfill Site",,"BV3740ID",
"BV3740ID","FCC Waste Services (UK) Limited","Dogsthorpe Landfill Site",,"FP3437UG",
"BV3740ID","FCC Waste Services (UK) Limited","Dogsthorpe Landfill Site",,"GP3234VQ",
"BV3740ID","FCC Waste Services (UK) Limited","Dogsthorpe Landfill Site",,"KP3638ZQ",
"BV3740ID","FCC Waste Services (UK) Limited","Dogsthorpe Landfill Site",,"LP3231XP",
