,name,preferred,type,cas,parameter_groups
1611,Final effluent from WWTW,,Physical parameter,,ECM
1612,Flammable Gas,,Physical parameter,,ECM
3561,Flammable Gas Steady,Flammable Gas,Chemical group,,ECM
1613,Flamprop,,Chemical,,ECM
1614,Flamprop-isopropyl,,Chemical,,ECM
1616,Flare inlet temp,,Physical parameter,,ECM
1617,Flare on/off,,Physical parameter,,ECM
1615,Flare Temperature,,Physical parameter,,ECM
1618,Flopet,,Chemical,,ECM
1619,Flour Dust,,Physical parameter,,ECM
1620,Flow,Flow Rate,,,ECM
1621,Flow Pod,,Physical parameter,,ECM
1622,Flow Rate,,Physical parameter,,ECM
1623,Flucofuron,,Chemical,,ECM
3562,Fluctation in Pressure,Relative Pressure,Physical,,ECM
1624,Fluoranthene,,Chemical,206-44-0,ECM
1625,Fluorene,,Chemical,86-73-7,ECM
1626,Fluorescein,,Chemical,,ECM
1627,Fluorescent Whitening Agent 1,,Chemical,,ECM
1628,Fluoride,,Chemical,,ECM
1629,Fluorine,,Chemical,,ECM
1630,Fluorine 18,Fluorine-18,,,ECM
1631,Fluorine and inorganic compounds - as HF,Fluorine and inorganic fluorine compounds - as HF,,,ECM
1632,Fluorine and inorganic fluorine compounds - as HF,,Chemical Group,,ECM
1633,Fluorine-18,,Chemical,,ECM
1634,Fluoroacetic Acid,,Chemical,,ECM
1635,Fluoroboric acid,,Chemical,16872-11-0,ECM
1636,Fluorosilicic Acid,,Chemical,,ECM
1637,Fluroxypyr,,Chemical,,ECM
1638,Flusilazole,,Chemical,,ECM
1639,Folpet,,Chemical,0133-07-03,ECM
1640,Formaldehyde,Methanal,,,ECM
1641,Formaldehyde (HCHO),Methanal,,,ECM
1642,Formamide,,Chemical,07/12/1975,ECM
1643,Formic acid,,Chemical,,ECM
1644,Fossil Fuel,,Physical parameter,,ECM
1645,Fossil Fuel Energy Consumption,,REM,,ECM
3385,Free cyanide,,Chemical,,ECM
1646,Free phase oil thickness,,Physical parameter,,ECM
1647,Freon 11,Trichlorofluoromethane,,,ECM
1648,Freon 113,"1,1,2-Trichloro-1,2,2-trifluoroethane",,,ECM
1649,Fuel Consumption,,Physical parameter,,ECM
1650,Fuel Oil,,Chemical,,ECM
1651,Furan,,Chemical,,ECM
1652,"Furan, tetrahydro",Tetrahydrofuran,,,ECM
1658,Gadolinium,,Chemical,,ECM
1659,Gallic acid,,Chemical,149-91-7,ECM
1660,Gallium 67,Gallium-67,,,ECM
1661,Gallium-67,,Chemical,,ECM
1662,Gamma,,Biological Parameter,,ECM
3269,gamma BHC,HCH-gamma,,,ECM
3270,gamma HCH,HCH-gamma,,,ECM
3414,gamma-Chlordane,,Chemical,,ECM
3271,gamma-HCH,HCH-gamma,,,ECM
3656,gamma-Hexachlorocyclohexane,Metal Prep,Chemical,,ECM
1663,Gas Analyser Run Time,,Physical parameter,,ECM
3563,Gas Balance,Balance,Physical,,ECM
1666,Gas Flow of Flare,,Physical parameter,,ECM
1664,Gas Flow Rate,,Physical parameter,,ECM
1673,Gas flow rate peak CH4,,Physical parameter,,ECM
1674,Gas flow rate peak CO2,,Physical parameter,,ECM
1665,Gas Flow Velocity,,Physical parameter,,ECM
1675,Gas oil,,Chemical,,ECM
1667,Gas Pressure,,Physical parameter,,ECM
1668,Gas Pressure p,Gas Pressure,,,ECM
1669,Gas Screen Value Carbon Dioxide,,Physical parameter,,ECM
1670,Gas Screen Value Methane,,Physical parameter,,ECM
1671,Gas Temp,,Physical parameter,,ECM
3564,Gas Temperature,Gas Temp,Physical,,ECM
1672,Gas Utilisation,,Physical parameter,,ECM
1676,Gasoline range organics,,Chemical Group,,ECM
1677,Gasoline range organics C5-C12,,Chemical Group,,ECM
3434,Gasoline range organics surrogate,,Chemical group,,ECM
1678,Gasoline range organics surrogate recovery,Gasoline range organics,,,ECM
1679,Germane,,Chemical,,ECM
1680,Glutaraldehyde,,Chemical,,ECM
1681,"Glycerol, Mist",,Chemical,,ECM
1682,Glyceryl triacetate,,Chemical,102-76-1,ECM
1683,Glyphosate,,Chemical,,ECM
1684,Gold,,Chemical,,ECM
1685,Grain Dust,,Physical parameter,,ECM
1686,Graphite,,Chemical,,ECM
1653,GRO,Gasoline range organics,,,ECM
1654,GRO (C10-C12),,Chemical Group,,ECM
1655,GRO (C4-C10),,Chemical Group,,ECM
1656,GRO (C4-C12),,Chemical Group,,ECM
3363,GRO C5-C12,Gasoline range organics C5-C12,Chemical group,,ECM
1657,GRO surrogate,Gasoline range organics,,,ECM
3439,GRO-HAS,,Chemical group,,ECM
1687,Gross Alpha (as Pu-239),,Radioisotope group,,ECM
1688,Gross Beta (as Cs-137),,Radioisotope group,,ECM
1689,Gross Beta (as K-40),,Radioisotope group,,ECM
1690,Gross Total Water Used,,REM,,ECM
1691,Ground condition,,Physical parameter,,ECM
3565,Ground Water Dip Level,Borehole Liquid Level Below Ref Point,Physical,,ECM
3566,Ground Water mAod,Borehole Liquid Level AOD,Physical,,ECM
1692,GroundCondition,Ground condition,,,ECM
1693,Groundwater Level,,Physical parameter,,ECM
1694,Gypsum,,Chemical,,ECM
3567,H2S,Hydrogen sulphide,Chemical,,ECM
1705,"Halides, Absorbable organic",,Chemical Group,,ECM
1706,Haloforms,Trihalomethanes,,,ECM
1707,Halogenated organic compounds (total),,Chemical Group,,ECM
1708,Halogenated solvents,,Chemical Group,,ECM
1709,Halogenoplatinum compounds (as Pt),,Chemical Group,,ECM
1710,Halons,,Chemical Group,,ECM
1711,Halothane,,Chemical,,ECM
1712,Hardcoal,,Chemical,,ECM
1713,Hardness,,Physical parameter,,ECM
1714,Hardness as CaCO3,,Physical parameter,,ECM
1715,Hardwood Dust,,Physical parameter,,ECM
1716,Haz Waste Transferred for Disposal at another Installation,,REM,,ECM
1717,Haz Waste Transferred for Recovery at another Installation,,REM,,ECM
1718,Hazardous Pollutants screen,,Physical parameter,,ECM
3395,Hazardous substances,,Chemical group,,ECM
1720,Hazardous waste,,Physical parameter,,ECM
1719,Hazardous Waste Transferred,,Physical parameter,,ECM
1695,HBCDD,Hexabromocyclododecane,,,ECM
1696,HC Oil,,Chemical,,ECM
1697,HCB,Hexachlorobenzene,,,ECM
1698,HCH,Hexachlorocyclohexane,,,ECM
3379,HCH - mixed isomers,,Chemical,HCH-beta,ECM
1699,HCH-alpha,,Chemical,319-84-6,ECM
1700,HCH-beta,,Chemical,319-84-7,ECM
1701,HCH-delta,,Chemical,319-86-8,ECM
1702,HCH-epsilon,,Chemical,,ECM
1703,HCH-gamma,,Chemical,58-89-9,ECM
1721,Heat Exported,,Physical parameter,,ECM
1722,Heavy metals,,Chemical Group,,ECM
1723,Helium,,Chemical,,ECM
1724,Heneicosane,,Chemical,,ECM
1725,"Heneicosane, 11-pentyl-",,Chemical,14739-72-1,ECM
1726,Hentriacontane,,Chemical,,ECM
1727,Heptachlor,,Chemical,76-44-8,ECM
1728,Heptachlor (and heptachor epoxide),,Chemical,76-44-8 and 102-57-3,ECM
1729,Heptachlor epoxide,Heptachlorepoxide,,,ECM
1730,Heptachlorepoxide,,Chemical,1024-57-3,ECM
1731,Heptachlorobiphenyl,,Chemical,,ECM
1732,Heptacosane,,Chemical,,ECM
1733,Heptadecane,,Chemical,,ECM
1734,"Heptadecane, 2,6,10,15-tetramethyl-",,Chemical,54833-48-6,ECM
1735,"Heptadecane,8-methyl",,Chemical,13287-23-5,ECM
1736,Heptan-2-one,,Chemical,,ECM
1737,Heptan-3-one,3-Heptanone,,,ECM
1738,"Heptane,4-methyl",,Chemical,589-53-7,ECM
1739,Heptanoic acid,,Chemical,,ECM
1740,Heptylcyclohexane,,Chemical,,ECM
1741,Hexabromobiphenyl,,Chemical,,ECM
1742,Hexabromocyclododecane,,Chemical,,ECM
1743,"Hexachloro - 1,3 - butadiene",,Chemical,,ECM
1744,Hexachlorobenzene,,Chemical,118-74-1,ECM
1745,Hexachlorobiphenyl,,Chemical,,ECM
1746,Hexachlorobutadiene,"Hexachloro - 1,3 - butadiene",,,ECM
3384,Hexachlorobutadiene (LL),,Chemical,,ECM
1747,Hexachlorobutadiene STLPAM,"Hexachloro - 1,3 - butadiene",,,ECM
1748,Hexachlorobutadiene STLPJZ,"Hexachloro - 1,3 - butadiene",,,ECM
1749,Hexachlorocyclohexane,,Chemical,,ECM
1750,Hexachlorocyclopentadiene,,Chemical,,ECM
1751,Hexachloroethane,,Chemical,,ECM
1752,Hexachloronorbornadiene,,Chemical,28680-44-6,ECM
1753,Hexachloropropene,,Chemical,1888-71-7,ECM
1754,Hexaconazole,,Chemical,,ECM
1755,Hexadecane,,Chemical,,ECM
1756,Hexadecanoic acid,,Chemical,,ECM
1757,Hexamethylenediamine,,Chemical,,ECM
1758,Hexan-2-one,,Chemical,,ECM
1759,Hexanal,,Chemical,,ECM
1760,"Hexane, 3,3,4-Trimethyl","Hexane3,3,4-Trimethyl",,,ECM
1761,"Hexane3,3,4-Trimethyl",,Chemical,16747-31-2,ECM
1762,Hexanes,,Chemical Group,,ECM
1763,Hexanitrostilbene,,Chemical,20062-22-0,ECM
1765,Hexanoic acid,,Chemical,,ECM
1764,"Hexanoic Acid, 3,5,5-Trimethyl",,Chemical,512345,ECM
1766,"Hexanoic acid, methyl ester",,Chemical,,ECM
1767,Hg,Mercury,,,ECM
1704,HMX,,Physical parameter,,ECM
1768,Hours Run,,Physical parameter,,ECM
1769,Hydrazine,,Chemical,,ECM
1770,Hydrobromic acid,,Chemical,,ECM
1771,Hydrocarbon oils,,Chemical Group,,ECM
1772,Hydrocarbons,,Chemical Group,,ECM
1773,Hydrocarbons - total diesel range organics,,Chemical Group,,ECM
1774,Hydrocarbons - total minerals range organics,,Chemical Group,,ECM
3454,Hydrocarbons - total phenol range organics,,Chemical group,,ECM
1775,Hydrocarbons - unburned,Hydrocarbons,,,ECM
1776,Hydrochlorofluorocarbons (HCFCs),,Chemical Group,,ECM
1777,Hydrofluorocarbons (HFCs),,Chemical Group,,ECM
1778,Hydrogen,,Chemical,,ECM
1781,Hydrogen bromide,,Chemical,,ECM
1782,Hydrogen chloride,,Chemical,,ECM
1779,Hydrogen Chloride (Gas and Aerosol Mists),Hydrogen chloride,,,ECM
1783,Hydrogen cyanide,,Chemical,,ECM
1784,Hydrogen fluoride,,Chemical,,ECM
1785,Hydrogen fluoride (as F),,Chemical,,ECM
1786,Hydrogen ion content,,Chemical,,ECM
1787,Hydrogen peroxide,,Chemical,,ECM
1788,Hydrogen selenide,,Chemical,05/07/7783,ECM
1789,Hydrogen sulphide,,Chemical,,ECM
3568,Hydrogen Sulphide (lab analysis),Hydrogen sulphide,Chemical,,ECM
3569,Hydrogen sulphide in ambient air,Hydrogen sulphide,Chemical,,ECM
1780,Hydrogen Sulphide POD,Hydrogen sulphide,,,ECM
1790,Hydroquinone,,Chemical,123-31-9,ECM
3360,Î²-Chloroprene,B-Chloroprene,,,ECM
1792,Ibroprofen,Ibuprofen,,,ECM
1793,Ibuprofen,,Chemical,,ECM
1794,Imazethapyr,,Chemical,,ECM
1795,Indan,Indane,,,ECM
1796,Indane,,Chemical,0496-11-07,ECM
1797,Indene,,Chemical,95-13-6,ECM
3570,"Indeno (1,2,3-cd) pyrene 193 39 5","Indeno[1,2,3-cd]pyrene",Chemical,,ECM
3571,"Indeno(1,2,3 cd)pyrene","Indeno[1,2,3-cd]pyrene",Chemical,,ECM
1798,"Indeno[1,2,3-cd]pyrene",,Chemical,,ECM
1799,Indenopyrene,,Chemical,,ECM
1800,Indium 111,Indium-111,,,ECM
1801,Indium and its compounds (as In),,Chemical Group,,ECM
1802,Indium-111,,Chemical,,ECM
3272,"indo(1,2,3-cd)pyrene","Indeno[1,2,3-cd]pyrene",,,ECM
3435,Influent to reed bed (total),,Physical,,ECM
1803,Iodine,,Chemical,,ECM
1804,Iodine 123,Iodine-123,,,ECM
1805,Iodine 125,Iodine-125,,,ECM
1806,Iodine 129,Iodine-129,,,ECM
1807,Iodine 131,Iodine-131,,,ECM
1808,Iodine-123,,Chemical,,ECM
1809,Iodine-125,,Chemical,,ECM
1810,Iodine-129,,Chemical,,ECM
1811,Iodine-129 R.C.S,Iodine-129,,,ECM
1812,Iodine-131,,Chemical,,ECM
1813,Iodoform,,Chemical,,ECM
1814,Iodomethane,,Chemical,,ECM
1815,Ionic Balance,,Physical parameter,,ECM
1816,Ioxynil,,Chemical,,ECM
1791,IPU,Isoproturon,,,ECM
1817,Iron,,Chemical,,ECM
1818,Iron 59,Iron-59,,,ECM
3462,Iron and its compounds expressed as Iron (total Fe),,Chemical group,,ECM
1819,Iron II,,Chemical,,ECM
1820,Iron III,,Chemical,,ECM
1821,Iron in Filtrate as Fe,Iron,,,ECM
1822,"Iron oxide, fume (as Fe)",,Chemical,,ECM
1823,Iron salts (as Fe),,Chemical Group,,ECM
3397,Iron total as Fe,Iron and its compounds expressed as Iron (total Fe),Chemical group,,ECM
1824,Iron-59,,Chemical,,ECM
3362,"Iron, total as Fe",Iron and its compounds expressed as Iron (total Fe),Chemical group,,ECM
1825,Iso-Butylamine,,Chemical,78-81-9,ECM
1826,Iso-Butyric acid,,Chemical,79-31-2,ECM
1827,Iso-Caproic acid,,Chemical,0646-07-01,ECM
3572,Iso-Propylbenzene,1-Methylethylbenzene,Chemical,,ECM
3273,iso-propyltoluene,p-isopropyltoluene,,,ECM
1828,Iso-Valeric acid,,Chemical,503-74-2,ECM
1829,Isoamyl acetate,,Chemical,123-92-2,ECM
1830,Isobutanolamine,,Chemical,124-68-5,ECM
1831,Isobutyl acetate,,Chemical,110-19-0,ECM
1832,Isobutylene,,Chemical,0115-11-07,ECM
1833,Isobutyraldehyde,,Chemical,78-84-2,ECM
1834,"Isocyanates, all (as -NCO)",,Chemical Group,,ECM
1835,Isodrin,,Chemical,465-73-6,ECM
1836,Isoflurane,,Chemical,,ECM
1837,Isooctyl alcohol,,Chemical,26952-21-6,ECM
1838,Isopentane,,Chemical,78-78-4,ECM
1839,Isophorone,,Chemical,,ECM
1840,Isoprene,,Chemical,,ECM
1841,Isopropenylbenzene,,Chemical,98-83-9,ECM
1842,Isopropyl acetate,,Chemical,108-21-4,ECM
1843,Isopropyl chloroformate,,Chemical,108-23-6,ECM
1844,Isopropylbenzene,1-Methylethylbenzene,,,ECM
1845,Isoproturon,,Chemical,34123-59-6,ECM
1846,Isosafrole,,Chemical,,ECM
1847,Isovaleraldehyde,,Chemical,590-86-3,ECM
1848,Ivermectin,,Chemical,,ECM
1849,Kaolin,,Chemical,,ECM
1850,"Kaolin, Respirable Dust",Kaolin,,,ECM
1851,Kepone,,Chemical,,ECM
1852,Ketene,,Chemical,,ECM
3424,Kjeldahl N,Kjeldahl nitrogen,Chemical,,ECM
3467,Kjeldahl nitrogen,,Chemical,,ECM
1853,Knock Out Pot Duty Pump Cycles,,Physical parameter,,ECM
1854,Kresoxim-methyl,,Chemical,,ECM
1855,Krypton 85,Krypton-85,,,ECM
1856,Krypton-85,,Chemical,,ECM
1859,Lactate,,Chemical,,ECM
1860,Last Month's Pump Clock Reading,,Physical parameter,,ECM
1861,Latitude,,Physical parameter,,ECM
3578,Leachate above cell base,Borehole Standing Depth of Liquid,Physical,,ECM
3657,leachate elevation,Borehole Liquid Level AOD,Physical,,ECM
3658,leachate hd,Borehole Standing Depth of Liquid,Physical,,ECM
3573,Leachate Head,Borehole Standing Depth of Liquid,Physical,,ECM
1862,Leachate Level,,Physical parameter,,ECM
3574,Leachate Level AOD,Borehole Liquid Level AOD,Physical,,ECM
3367,Leachate transducer,,Physical,,ECM
3575,Leachate Well Base,Borehole Base AOD,Physical,,ECM
3576,Leachate Well Depth,Borehole Base AOD,Physical,,ECM
3577,Leachate Well Top,Borehole Reference Point AOD,Physical,,ECM
1863,Lead,,Chemical,7439-92-1,ECM
1864,Lead 210,Lead-210,,,ECM
1865,Lead 212,Lead-212,,,ECM
1866,Lead 214,Lead-214,,,ECM
3389,Lead and its compounds expressed as Lead (total Pb),,Chemical group,,ECM
1867,"Lead and its compounds, expressed as lead (total Pb)",,Chemical Group,,ECM
1868,Lead arsenite,,Chemical,,ECM
1869,Lead oxide,,Chemical,,ECM
3361,Lead Total as Pb,Lead and its compounds expressed as Lead (total Pb),Chemical group,,ECM
1871,Lead-210,,Chemical,,ECM
1872,Lead-212,,Chemical,,ECM
1873,Lead-214,,Chemical,,ECM
1870,"Lead, organic",,Chemical,,ECM
1857,LEL,,Physical parameter,,ECM
1858,LEL (% of 5% CH4) Peak,,Physical parameter,,ECM
3579,Level (maOD),Borehole Liquid Level AOD,Chemical,,ECM
1874,Light non-aqueous phase liquid,,Chemical group,,ECM
1875,Lignite,,Chemical,,ECM
1876,Lime,,Physical parameter,,ECM
1877,Limestone,,Chemical,,ECM
1878,Lindane,HCH-gamma,,,ECM
1879,Lindane Alpha,HCH-alpha,,,ECM
1880,Lindane-Beta,HCH-beta,,,ECM
1882,Lindane-delta,HCH-delta,,,ECM
1881,Lindane-Gamma,HCH-gamma,,,ECM
1883,Linuron,,Chemical,,ECM
1884,Liquefied Petroleum Gas,,Chemical,,ECM
1885,Liquid Fuel,,Chemical Group,,ECM
1886,Lithium,,Chemical,,ECM
1887,Lithium hydride,,Chemical,,ECM
1888,Lithium hydroxide,,Chemical,,ECM
1889,Lithium hydroxide monohydrate,,Chemical,,ECM
1890,"Lithium, Dissolved",,Chemical,,ECM
1891,Longitude,,Physical parameter,,ECM
1892,Loss On Ignition,,Physical parameter,,ECM
1893,Lower explosive limit,LEL,,,ECM
3580,Loxynil,Ioxynil,Chemical,,ECM
1894,"Lycopodan-5-one, 12-hydroxy-15-methyl",,Chemical,,ECM
3274,m and p-Xylene,,Chemical group,,ECM
3276,m-Methyl styrene,,Chemical,,ECM
3277,m-Toluidine,,Chemical,,ECM
3278,m-xylene,"1,3-Dimethylbenzene",,,ECM
3659,"m, p-xylene",Xylene (m and p),Chemical,,ECM
3660,"m,p-xylene",Xylene (m and p),Chemical,,ECM
3661,m.p-xylene,Xylene (m and p),Chemical,,ECM
1895,M/P-Methylphenol,Cresols,,,ECM
3275,m+p-Xylene,m and p-Xylene,,,ECM
1901,Magnesite,,Chemical,,ECM
1902,Magnesium,,Chemical,,ECM
3423,Magnesium and its compounds expressed as Magnesium (total Mg),,Chemical group,,ECM
1905,Magnesium arsenate,,Chemical,,ECM
3581,Magnesium as Mg,Magnesium,Chemical,,ECM
1906,Magnesium hardness,,Chemical,,ECM
1903,Magnesium Hardness as CaCO3,Magnesium hardness,,,ECM
1907,Magnesium oxide,,Chemical,,ECM
1904,Magnesium Oxide (as Mg),Magnesium oxide,,,ECM
3447,Magnesium Total as Mg,Magnesium and its compounds expressed as Magnesium (total Mg),Chemical group,,ECM
3279,mains water,Potable water use,,,ECM
1908,Malachite Green,,Chemical,,ECM
1909,Malathion,,Chemical,,ECM
1910,Maleic acid,,Chemical,,ECM
1911,Maleic anhydride,,Chemical,,ECM
1912,Man-made mineral fibre,,Chemical Group,,ECM
1913,Man-made vitreous fibres,Man-made mineral fibre,,,ECM
1914,Mancozeb,,Chemical,,ECM
1915,Maneb,,Chemical,,ECM
1916,Manganese,,Chemical,,ECM
1917,Manganese 54,Manganese-54,,,ECM
3582,Manganese as Mn,Manganese,Chemical,,ECM
1918,Manganese cyclopentadienyltricarbonyl,,Chemical,,ECM
1919,Manganese dioxide,,Chemical,,ECM
1920,Manganese-54,,Chemical,,ECM
1921,Manganous sulphate monohydrate,,Chemical,,ECM
1922,Marble,,Chemical,,ECM
1923,Mass ash from ESP produced,,Physical parameter,,ECM
3280,mass bottom ash produced,Bottom Ash,,,ECM
3583,Maximum daily volume,Discharge Volume,Physical,,ECM
3584,Maximum rate of discharge,Discharge Rate Maximum,Physical,,ECM
1896,MCPA,,Chemical,94-74-6,ECM
1897,MCPA (4-chloro-2-methylphenoxyacetic acid),MCPA,,,ECM
1898,MCPB,,Chemical,,ECM
1899,MCPP,Mecoprop,,,ECM
3585,Mecanoprop,Mecoprop,Chemical,,ECM
1924,Mechanical Power Provided,,Physical parameter,,ECM
1925,Mecoprop,,Chemical,,ECM
1926,Mecoprop STLGG8,Mecoprop,,,ECM
1927,Mecoprop STLGZN,Mecoprop,,,ECM
1928,Melamine,,Chemical,,ECM
1929,Mercaptoacetic acid,,Chemical,,ECM
1930,Mercuric acetate,,Chemical,,ECM
1931,Mercury,,Chemical,7439-97-6,ECM
1932,Mercury (II) nitrate,,Chemical,,ECM
1933,Mercury (II) oxide,,Chemical,,ECM
1934,Mercury 203,Mercury-203,,,ECM
3396,Mercury and its compounds expressed as Mercury (total Hg),,Chemical group,,ECM
1935,Mercury Low Dutch T Leachate,Mercury,,,ECM
1936,Mercury Low Dutch Target AA,Mercury,,,ECM
1937,Mercury monochloride,,Chemical,,ECM
1938,Mercury nitrate,Mercury (II) nitrate,,,ECM
3398,Mercury Total as Hg,Mercury and its compounds expressed as Mercury (total Hg),Chemical group,,ECM
1939,Mercury-203,,Chemical,,ECM
1940,Merphos,,Chemical,,ECM
1941,Mesosulfuron-methyl,,Chemical,,ECM
1942,Metal Prep,,Chemical group,,ECM
1943,Metalaxyl,,Chemical,,ECM
1944,Metaldehyde,,Chemical,,ECM
1945,"Metals total and dissolved ( Zn, Cu, Cd, Pb, Ni, Hg )",,Chemical Group,,ECM
1946,Metazachlor,,Chemical,,ECM
3428,Meteorological data,,Physical,,ECM
1947,Methabenzthiazuron,,Chemical,,ECM
1948,Methacrylic acid,,Chemical,,ECM
1949,Methacrylonitrile,,Chemical,,ECM
1950,Methamidophos,,Chemical,,ECM
1951,Methanal,,Chemical,,ECM
1952,Methane,,Chemical,,ECM
3586,Methane (% Gas In Air),Methane,Chemical,,ECM
1953,Methane (Airborne hydrocarbons),Methane,,,ECM
1954,Methane (Airbourne Hydrocarbons),,Chemical,,ECM
3587,Methane (lab analysis),Methane,Chemical,,ECM
1955,Methane + Carbon Dioxide,,Chemical Group,,ECM
3588,Methane Concentration,Methane,Chemical,,ECM
3590,Methane concentration flux,Methane,Chemical,,ECM
1956,Methane Flow,Methane,,,ECM
1957,Methane Flux,Methane,,,ECM
3591,Methane in ambient air,Methane,Chemical,,ECM
3589,Methane Stable,Methane,Chemical,,ECM
3592,Methane(% low explosive  level) %,Methane,Chemical,,ECM
1958,Methanesulfonyl chloride,,Chemical,124-63-0,ECM
1959,Methanethiol,,Chemical,,ECM
1960,Methanol,,Chemical,,ECM
1961,Methenamine,,Chemical,,ECM
1962,Methiocarb,,Chemical,,ECM
1963,Methomyl,,Chemical,,ECM
1964,Methoxychlor,,Chemical,,ECM
1965,"Methoxychlor o,p",,Chemical,,ECM
1966,"Methoxychlor, p,p",Methoxychlor,,,ECM
1967,"Methyl 3 (3,5,Ditertbutyl-4-Hydroxyphenyl) Propion",,Chemical,,ECM
1968,"Methyl 3-(3,5,di-tert-butyl-4-hydroxyphenyl) propionate",,Chemical,,ECM
1969,Methyl abietate,,Chemical,,ECM
1970,Methyl acetate,,Chemical,79-20-9,ECM
1971,Methyl acrylate,,Chemical,96-33-3,ECM
1972,Methyl acrylate plus methyl chloride,,Chemical Group,,ECM
1973,Methyl bromide,Bromomethane,,,ECM
1974,Methyl chloride,Chloromethane,,,ECM
1975,"Methyl chloroform (1,1,1-trichloroethane)","1,1,1-Trichloroethane",,,ECM
1976,Methyl cyanoacrylate,,Chemical,,ECM
1977,Methyl cyclohexane,Methylcyclohexane,,,ECM
1978,Methyl dehydroabietate,,Chemical,,ECM
1979,Methyl ethyl ketone peroxides (MEKP),,Chemical group,,ECM
1980,Methyl ethyl phenol,,Chemical,,ECM
1981,Methyl formate,,Chemical,,ECM
1982,Methyl iodide,Iodomethane,,,ECM
1983,Methyl isobutyl ketone,4-Methyl-2-pentanone,,,ECM
1984,Methyl methacrylate,,Chemical,80-62-6,ECM
1985,Methyl oleate,,Chemical,,ECM
1986,Methyl parathion,Methylparathion,,,ECM
1987,Methyl phenols,Cresols,,,ECM
1988,Methyl propyl ketone,Pentan-2-one,,,ECM
1989,Methyl tert-butyl ether,Methyl tertiary-butyl ether (MTBE),,,ECM
1990,Methyl tertiary-butyl ether (MTBE),,Chemical,1634-04-04,ECM
1991,Methyl vinyl ketone,,Chemical,78-94-4,ECM
1992,Methyl-2-cyanoacrylate,Methyl cyanoacrylate,,,ECM
1993,Methyl-4-chlorophenoxybutyric acid (2-),MCPB,,,ECM
1994,Methyl-4-chlorophenoxymethylacetic acid (2-),Mecoprop,,,ECM
1995,Methylacrolein,,Chemical,,ECM
1996,Methylamine,,Chemical,,ECM
1997,Methylarsonic acid,,Chemical,124-58-3,ECM
1998,Methylchloroform,"1,1,2-Trichloroethane",,,ECM
1999,"Methylchloroform (1,1,1-Trichloroethane)","1,1,1-Trichloroethane",,,ECM
2000,Methylcyclohexane,,Chemical,108-87-2,ECM
2001,Methylcyclohexanol,,Chemical,,ECM
2002,Methylcyclopentadienyl manganese tricarbonyl,,Chemical,,ECM
2003,Methylene chloride,Dichloromethane,,,ECM
3662,methylnapthalene,1-Methylnaphthalene,Chemical,,ECM
2004,Methylparathion,,Chemical,,ECM
2005,Metolachlor,,Chemical,,ECM
2006,Metribuzin,,Chemical,,ECM
2007,Metsulfuron-methyl,,Chemical,,ECM
2008,Mevinphos,,Chemical,,ECM
2009,Mica,,Chemical,,ECM
2010,Microcystin-LR,,Chemical,,ECM
2013,Mineral oil,,Chemical Group,,ECM
2011,Mineral Oil by GC-EZ flash,Mineral oil,,,ECM
2012,Mineral Oils,Mineral oil,,,ECM
2014,Mineral oils and hydrocarbons,,Chemical Group,,ECM
2015,Mirex,,Chemical,2385-85-5,ECM
1900,MMMF Machine made mineral fibres,Man-made mineral fibre,,,ECM
2016,Moisture content,,Physical parameter,,ECM
2017,Molinate,,Chemical,,ECM
2018,Molybdenum,,Chemical,,ECM
3366,Monlinuron,Monolinuron,Chemical,,ECM
3593,Mono-hydric phenols,"Phenols, monohydric",Chemical group,,ECM
2019,Monobutyl tin as cation,,Chemical Group,,ECM
2020,Monochloramine,,Chemical,,ECM
2021,Monochloroacetic Acid,,Chemical,,ECM
2022,Monochlorobiphenyl,,Chemical,,ECM
3413,Monolinuron,,Chemical,,ECM
2023,Monuron,,Chemical,,ECM
2024,Morpholine,,Chemical,,ECM
2025,"Morpholine, 4-acetyl",,Chemical,,ECM
3663,mp-xylene,Xylene (m and p),Chemical group,,ECM
3459,MTBE,Methyl tertiary-butyl ether (MTBE),Chemical,,ECM
3594,N less than N_ Diethyl m toluamide,Diethyltoluamide,Chemical,134 62 3,ECM
2034,N-Acetylneuraminic Acid Beta (TIC),,Chemical,,ECM
3302,n-butane,Butane,,,ECM
3281,n-Butene,,Chemical,,ECM
3303,n-butyl acetate,Butyl acetate,,,ECM
3304,n-butyl acrylate,Butyl acrylate,,,ECM
3282,n-Butyl chloroformate,,Chemical,592-34-7,ECM
3283,n-Butyl mercaptan,,Chemical,109-79-5,ECM
3284,n-Butylamine,,Chemical,109-73-9,ECM
3285,n-Butylbenzene,,Chemical,,ECM
3407,n-Butylbenzenesulfonamide,,Chemical,,ECM
3286,n-Butyrate,,Chemical,461-55-2,ECM
3287,n-Butyric acid,,Chemical,,ECM
3305,n-caproic acid,Hexanoic acid,,,ECM
3306,n-dibutyl phthalate,Dibutyl phthalate (n-),,,ECM
3288,n-Heptane,,Chemical,,ECM
3307,n-hexadecanoic acid,Hexadecanoic acid,,,ECM
3289,n-Hexane,,Chemical,,ECM
2035,N-Methylaniline,,Chemical,,ECM
3290,n-Nitroso-di-n-butylamine,,Chemical,924-16-3,ECM
3291,n-Nitroso-di-n-propylamine,N-nitrosodi-n-propylamine,,,ECM
2038,N-nitrosodi-n-propylamine,,Chemical,621-64-7,ECM
2036,N-Nitrosodiethylamine,,Chemical,55-18-5,ECM
